,tail,head,existing_f,fullname,fromname,toname,start,end,line,path_codes,dist,geometry
983,980,981,Trail,SOUTH PLATTE RIVER TRAIL,38TH ST,FRANKLIN ST,POINT (-105.012577778873 39.7519555559157),POINT (-105.01145714318 39.7528142858474),"LINESTRING (-105.012577778873 39.7519555559157, -105.01145714318 39.7528142858474)",6,208.93,"LINESTRING (-105.012577778873 39.7519555559157, -105.01145714318 39.7528142858474)"
984,981,497,Trail,SOUTH PLATTE RIVER TRAIL,38TH ST,FRANKLIN ST,POINT (-105.01145714318 39.7528142858474),POINT (-105.010086667509 39.7539000003253),"LINESTRING (-105.01145714318 39.7528142858474, -105.010086667509 39.7539000003253)",6,259.83,"LINESTRING (-105.01145714318 39.7528142858474, -105.010086667509 39.7539000003253)"
985,497,982,Trail,SOUTH PLATTE RIVER TRAIL,38TH ST,FRANKLIN ST,POINT (-105.010086667509 39.7539000003253),POINT (-105.008550000036 39.7548500000107),"LINESTRING (-105.010086667509 39.7539000003253, -105.008550000036 39.7548500000107)",6,260.48,"LINESTRING (-105.010086667509 39.7539000003253, -105.008550000036 39.7548500000107)"
986,982,798,Trail,SOUTH PLATTE RIVER TRAIL,38TH ST,FRANKLIN ST,POINT (-105.008550000036 39.7548500000107),POINT (-105.002958527678 39.7610993044901),"LINESTRING (-105.008550000036 39.7548500000107, -105.002958527678 39.7610993044901)",6,1301.7,"LINESTRING (-105.008550000036 39.7548500000107, -105.002958527678 39.7610993044901)"
987,798,983,Trail,SOUTH PLATTE RIVER TRAIL,38TH ST,FRANKLIN ST,POINT (-105.002958527678 39.7610993044901),POINT (-104.999590910767 39.7614000010333),"LINESTRING (-105.002958527678 39.7610993044901, -104.999590910767 39.7614000010333)",6,448.42,"LINESTRING (-105.002958527678 39.7610993044901, -104.999590910767 39.7614000010333)"
988,983,344,Trail,SOUTH PLATTE RIVER TRAIL,38TH ST,FRANKLIN ST,POINT (-104.999590910767 39.7614000010333),POINT (-104.995778573718 39.7626428585537),"LINESTRING (-104.999590910767 39.7614000010333, -104.995778573718 39.7626428585537)",6,547.41,"LINESTRING (-104.999590910767 39.7614000010333, -104.995778573718 39.7626428585537)"
989,344,984,Trail,SOUTH PLATTE RIVER TRAIL,38TH ST,FRANKLIN ST,POINT (-104.995778573718 39.7626428585537),POINT (-104.992685715433 39.7647714291283),"LINESTRING (-104.995778573718 39.7626428585537, -104.992685715433 39.7647714291283)",6,548.11,"LINESTRING (-104.995778573718 39.7626428585537, -104.992685715433 39.7647714291283)"
990,984,985,Trail,SOUTH PLATTE RIVER TRAIL,38TH ST,FRANKLIN ST,POINT (-104.992685715433 39.7647714291283),POINT (-104.9913 39.7654),"LINESTRING (-104.992685715433 39.7647714291283, -104.9913 39.7654)",6,212.59,"LINESTRING (-104.992685715433 39.7647714291283, -104.9913 39.7654)"
991,985,986,Trail,SOUTH PLATTE RIVER TRAIL,38TH ST,FRANKLIN ST,POINT (-104.9913 39.7654),POINT (-104.9903 39.7656),"LINESTRING (-104.9913 39.7654, -104.9903 39.7656)",6,136.63,"LINESTRING (-104.9913 39.7654, -104.9903 39.7656)"
992,986,987,Trail,SOUTH PLATTE RIVER TRAIL,38TH ST,FRANKLIN ST,POINT (-104.9903 39.7656),POINT (-104.988900000048 39.7659666666953),"LINESTRING (-104.9903 39.7656, -104.988900000048 39.7659666666953)",6,195.53,"LINESTRING (-104.9903 39.7656, -104.988900000048 39.7659666666953)"
993,987,988,Trail,SOUTH PLATTE RIVER TRAIL,38TH ST,FRANKLIN ST,POINT (-104.988900000048 39.7659666666953),POINT (-104.987800000124 39.7662571430288),"LINESTRING (-104.988900000048 39.7659666666953, -104.987800000124 39.7662571430288)",6,153.76,"LINESTRING (-104.988900000048 39.7659666666953, -104.987800000124 39.7662571430288)"
994,988,989,Trail,SOUTH PLATTE RIVER TRAIL,38TH ST,FRANKLIN ST,POINT (-104.987800000124 39.7662571430288),POINT (-104.984190000857 39.7675000002613),"LINESTRING (-104.987800000124 39.7662571430288, -104.984190000857 39.7675000002613)",6,522.8,"LINESTRING (-104.987800000124 39.7662571430288, -104.984190000857 39.7675000002613)"
995,989,990,Trail,SOUTH PLATTE RIVER TRAIL,38TH ST,FRANKLIN ST,POINT (-104.984190000857 39.7675000002613),POINT (-104.982473338117 39.7697000011297),"LINESTRING (-104.984190000857 39.7675000002613, -104.982473338117 39.7697000011297)",6,440.1,"LINESTRING (-104.984190000857 39.7675000002613, -104.982473338117 39.7697000011297)"
996,990,991,Trail,SOUTH PLATTE RIVER TRAIL,38TH ST,FRANKLIN ST,POINT (-104.982473338117 39.7697000011297),POINT (-104.980700000381 39.7719250000751),"LINESTRING (-104.982473338117 39.7697000011297, -104.980700000381 39.7719250000751)",6,447.63,"LINESTRING (-104.982473338117 39.7697000011297, -104.980700000381 39.7719250000751)"
997,991,992,Trail,SOUTH PLATTE RIVER TRAIL,38TH ST,FRANKLIN ST,POINT (-104.980700000381 39.7719250000751),POINT (-104.975867986447 39.7822144538928),"LINESTRING (-104.980700000381 39.7719250000751, -104.975867986447 39.7822144538928)",6,1875.24,"LINESTRING (-104.980700000381 39.7719250000751, -104.975867986447 39.7822144538928)"
998,993,803,Shared Roadway,N GRANT ST,E 19TH AVE,E 18TH AVE,POINT (-104.9836 39.7449),POINT (-104.9836 39.7462),"LINESTRING (-104.9836 39.7449, -104.9836 39.7462)",4,222.89,"LINESTRING (-104.9836 39.7449, -104.9836 39.7462)"
999,994,859,Bike Lane,E 25TH AVE,N CLARKSON ST,N LAFAYETTE ST,POINT (-104.977 39.7532),POINT (-104.9709 39.7532),"LINESTRING (-104.977 39.7532, -104.9709 39.7532)",0,807.16,"LINESTRING (-104.977 39.7532, -104.9709 39.7532)"
1000,995,171,Neighborhood Bikeway,W 35TH AVE,N SHERIDAN BLVD,CUERNAVACA PARK OFF-STREET CONNECTOR,POINT (-105.0532 39.7657),POINT (-105.044 39.7657),"LINESTRING (-105.0532 39.7657, -105.044 39.7657)",2,1216.58,"LINESTRING (-105.0532 39.7657, -105.044 39.7657)"
1001,171,632,Neighborhood Bikeway,W 35TH AVE,N SHERIDAN BLVD,CUERNAVACA PARK OFF-STREET CONNECTOR,POINT (-105.044 39.7657),POINT (-105.0393 39.7658),"LINESTRING (-105.044 39.7657, -105.0393 39.7658)",2,621.76,"LINESTRING (-105.044 39.7657, -105.0393 39.7658)"
1002,632,996,Neighborhood Bikeway,W 35TH AVE,N SHERIDAN BLVD,CUERNAVACA PARK OFF-STREET CONNECTOR,POINT (-105.0393 39.7658),POINT (-105.0376 39.7658),"LINESTRING (-105.0393 39.7658, -105.0376 39.7658)",2,224.81,"LINESTRING (-105.0393 39.7658, -105.0376 39.7658)"
1003,996,997,Neighborhood Bikeway,W 35TH AVE,N SHERIDAN BLVD,CUERNAVACA PARK OFF-STREET CONNECTOR,POINT (-105.0376 39.7658),POINT (-105.0215 39.7656),"LINESTRING (-105.0376 39.7658, -105.0215 39.7656)",2,2129.4,"LINESTRING (-105.0376 39.7658, -105.0215 39.7656)"
1004,997,548,Neighborhood Bikeway,W 35TH AVE,N SHERIDAN BLVD,CUERNAVACA PARK OFF-STREET CONNECTOR,POINT (-105.0215 39.7656),POINT (-105.0205 39.7656),"LINESTRING (-105.0215 39.7656, -105.0205 39.7656)",2,132.25,"LINESTRING (-105.0215 39.7656, -105.0205 39.7656)"
1005,548,998,Neighborhood Bikeway,W 35TH AVE,N SHERIDAN BLVD,CUERNAVACA PARK OFF-STREET CONNECTOR,POINT (-105.0205 39.7656),POINT (-105.0153 39.7656),"LINESTRING (-105.0205 39.7656, -105.0153 39.7656)",2,687.69,"LINESTRING (-105.0205 39.7656, -105.0153 39.7656)"
1006,998,21,Neighborhood Bikeway,W 35TH AVE,N SHERIDAN BLVD,CUERNAVACA PARK OFF-STREET CONNECTOR,POINT (-105.0153 39.7656),POINT (-105.0112 39.7656),"LINESTRING (-105.0153 39.7656, -105.0112 39.7656)",2,542.23,"LINESTRING (-105.0153 39.7656, -105.0112 39.7656)"
1007,21,999,Neighborhood Bikeway,W 35TH AVE,N SHERIDAN BLVD,CUERNAVACA PARK OFF-STREET CONNECTOR,POINT (-105.0112 39.7656),POINT (-105.007 39.7656),"LINESTRING (-105.0112 39.7656, -105.007 39.7656)",2,555.46,"LINESTRING (-105.0112 39.7656, -105.007 39.7656)"
1008,999,253,Neighborhood Bikeway,W 35TH AVE,N SHERIDAN BLVD,CUERNAVACA PARK OFF-STREET CONNECTOR,POINT (-105.007 39.7656),POINT (-105.0064 39.7656),"LINESTRING (-105.007 39.7656, -105.0064 39.7656)",2,79.35,"LINESTRING (-105.007 39.7656, -105.0064 39.7656)"
1009,253,299,Neighborhood Bikeway,W 35TH AVE,N SHERIDAN BLVD,CUERNAVACA PARK OFF-STREET CONNECTOR,POINT (-105.0064 39.7656),POINT (-105.0041 39.7656),"LINESTRING (-105.0064 39.7656, -105.0041 39.7656)",2,304.18,"LINESTRING (-105.0064 39.7656, -105.0041 39.7656)"
1010,299,1000,Neighborhood Bikeway,W 35TH AVE,N SHERIDAN BLVD,CUERNAVACA PARK OFF-STREET CONNECTOR,POINT (-105.0041 39.7656),POINT (-105.0012 39.7656),"LINESTRING (-105.0041 39.7656, -105.0012 39.7656)",2,383.54,"LINESTRING (-105.0041 39.7656, -105.0012 39.7656)"
1011,1000,1001,Neighborhood Bikeway,W 35TH AVE,N SHERIDAN BLVD,CUERNAVACA PARK OFF-STREET CONNECTOR,POINT (-105.0012 39.7656),POINT (-105.0006 39.7662),"LINESTRING (-105.0012 39.7656, -105.0006 39.7662)",2,129.88,"LINESTRING (-105.0012 39.7656, -105.0006 39.7662)"
1012,1001,569,Neighborhood Bikeway,W 35TH AVE,N SHERIDAN BLVD,CUERNAVACA PARK OFF-STREET CONNECTOR,POINT (-105.0006 39.7662),POINT (-105.0006 39.7668),"LINESTRING (-105.0006 39.7662, -105.0006 39.7668)",2,102.82,"LINESTRING (-105.0006 39.7662, -105.0006 39.7668)"
1013,569,1002,Neighborhood Bikeway,W 35TH AVE,N SHERIDAN BLVD,CUERNAVACA PARK OFF-STREET CONNECTOR,POINT (-105.0006 39.7668),POINT (-105 39.7669),"LINESTRING (-105.0006 39.7668, -105 39.7669)",2,81.18,"LINESTRING (-105.0006 39.7668, -105 39.7669)"
1014,1002,801,Neighborhood Bikeway,W 35TH AVE,N SHERIDAN BLVD,CUERNAVACA PARK OFF-STREET CONNECTOR,POINT (-105 39.7669),POINT (-104.9994 39.7672),"LINESTRING (-105 39.7669, -104.9994 39.7672)",2,94.55,"LINESTRING (-105 39.7669, -104.9994 39.7672)"
1015,263,1003,Bike Lane,S CHEROKEE ST,W ALAMEDA AVE,W VIRGINIA AVE,POINT (-104.9924 39.7084),POINT (-104.9919 39.7076),"LINESTRING (-104.9924 39.7084, -104.9919 39.7076)",0,152.42,"LINESTRING (-104.9924 39.7084, -104.9919 39.7076)"
1016,931,1004,Bike Lane,N WILLIAMS ST,E 40TH AVE,E 31ST AVE,POINT (-104.966 39.7607),POINT (-104.966 39.7618),"LINESTRING (-104.966 39.7607, -104.966 39.7618)",0,188.55,"LINESTRING (-104.966 39.7607, -104.966 39.7618)"
1017,1004,398,Bike Lane,N WILLIAMS ST,E 40TH AVE,E 31ST AVE,POINT (-104.966 39.7618),POINT (-104.966 39.7658),"LINESTRING (-104.966 39.7618, -104.966 39.7658)",0,685.59,"LINESTRING (-104.966 39.7618, -104.966 39.7658)"
1018,398,1005,Bike Lane,N WILLIAMS ST,E 40TH AVE,E 31ST AVE,POINT (-104.966 39.7658),POINT (-104.96419500073 39.7715450036621),"LINESTRING (-104.966 39.7658, -104.96419500073 39.7715450036621)",0,1013.12,"LINESTRING (-104.966 39.7658, -104.96419500073 39.7715450036621)"
1019,1005,1006,Bike Lane,N WILLIAMS ST,E 40TH AVE,E 31ST AVE,POINT (-104.96419500073 39.7715450036621),POINT (-104.9659 39.7729),"LINESTRING (-104.96419500073 39.7715450036621, -104.9659 39.7729)",0,323.66,"LINESTRING (-104.96419500073 39.7715450036621, -104.9659 39.7729)"
1020,406,265,Bike Lane,E MANSFIELD AVE,S MONACO STREET PKWY,S QUINCE ST,POINT (-104.912733333349 39.6456333333429),POINT (-104.9054 39.6459),"LINESTRING (-104.912733333349 39.6456333333429, -104.9054 39.6459)",0,975.22,"LINESTRING (-104.912733333349 39.6456333333429, -104.9054 39.6459)"
1021,1007,401,Buffered Bike Lane,E DARTMOUTH AVE,S UNIVERSITY BLVD,S COLORADO BLVD,POINT (-104.9511 39.6603),POINT (-104.948174999566 39.6598500000724),"LINESTRING (-104.9511 39.6603, -104.948174999566 39.6598500000724)",1,395.93,"LINESTRING (-104.9511 39.6603, -104.948174999566 39.6598500000724)"
1022,1008,1009,Buffered Bike Lane,W JEWELL AVE,S IRVING ST,S LIPAN ST,POINT (-105.0018 39.6822),POINT (-105.0157 39.6823),"LINESTRING (-105.0018 39.6822, -105.0157 39.6823)",1,1843.67,"LINESTRING (-105.0018 39.6822, -105.0157 39.6823)"
1023,1009,560,Buffered Bike Lane,W JEWELL AVE,S IRVING ST,S LIPAN ST,POINT (-105.0157 39.6823),POINT (-105.02975 39.6822000000107),"LINESTRING (-105.0157 39.6823, -105.02975 39.6822000000107)",1,1863.49,"LINESTRING (-105.0157 39.6823, -105.02975 39.6822000000107)"
1024,891,829,Bike Lane,N BRYANT ST,W 7TH AVE,W 6TH AVE,POINT (-105.0187 39.7252),POINT (-105.0187 39.7275),"LINESTRING (-105.0187 39.7252, -105.0187 39.7275)",0,394.45,"LINESTRING (-105.0187 39.7252, -105.0187 39.7275)"
1025,829,1010,Bike Lane,W 7TH AVE,N CANOSA CT,N BRYANT ST,POINT (-105.0187 39.7275),POINT (-105.0199 39.7275),"LINESTRING (-105.0187 39.7275, -105.0199 39.7275)",0,158.91,"LINESTRING (-105.0187 39.7275, -105.0199 39.7275)"
1026,52,215,Buffered Bike Lane,E 7TH AVENUE PKWY,N WILLIAMS ST,N COLORADO BLVD,POINT (-104.9659 39.7272),POINT (-104.95075 39.7272000000965),"LINESTRING (-104.9659 39.7272, -104.95075 39.7272000000965)",1,2006.56,"LINESTRING (-104.9659 39.7272, -104.95075 39.7272000000965)"
1027,215,627,Buffered Bike Lane,E 7TH AVENUE PKWY,N WILLIAMS ST,N COLORADO BLVD,POINT (-104.95075 39.7272000000965),POINT (-104.944 39.7272),"LINESTRING (-104.95075 39.7272000000965, -104.944 39.7272)",1,894.04,"LINESTRING (-104.95075 39.7272000000965, -104.944 39.7272)"
1028,627,1011,Buffered Bike Lane,E 7TH AVENUE PKWY,N WILLIAMS ST,N COLORADO BLVD,POINT (-104.944 39.7272),POINT (-104.9413 39.7271),"LINESTRING (-104.944 39.7272, -104.9413 39.7271)",1,358.03,"LINESTRING (-104.944 39.7272, -104.9413 39.7271)"
1029,1011,1012,Buffered Bike Lane,E 7TH AVENUE PKWY,N WILLIAMS ST,N COLORADO BLVD,POINT (-104.9413 39.7271),POINT (-104.9407 39.7269),"LINESTRING (-104.9413 39.7271, -104.9407 39.7269)",1,86.56,"LINESTRING (-104.9413 39.7271, -104.9407 39.7269)"
1030,52,1013,Buffered Bike Lane,E 7TH AVENUE PKWY,N WILLIAMS ST,N COLORADO BLVD,POINT (-104.9659 39.7272),POINT (-104.9584 39.7273),"LINESTRING (-104.9659 39.7272, -104.9584 39.7273)",1,993.48,"LINESTRING (-104.9659 39.7272, -104.9584 39.7273)"
1031,1013,215,Buffered Bike Lane,E 7TH AVENUE PKWY,N WILLIAMS ST,N COLORADO BLVD,POINT (-104.9584 39.7273),POINT (-104.95075 39.7272000000965),"LINESTRING (-104.9584 39.7273, -104.95075 39.7272000000965)",1,1013.37,"LINESTRING (-104.9584 39.7273, -104.95075 39.7272000000965)"
1032,910,945,Bike Lane,N CLARKSON ST,E 20TH AVE,PARK AVE,POINT (-104.9775 39.747),POINT (-104.9776 39.7475),"LINESTRING (-104.9775 39.747, -104.9776 39.7475)",0,86.74,"LINESTRING (-104.9775 39.747, -104.9776 39.7475)"
1033,1014,1015,Bike Lane,N QUIVAS ST,W ELK PL,W 46TH AVE,POINT (-105.008 39.7802),POINT (-105.008 39.7826),"LINESTRING (-105.008 39.7802, -105.008 39.7826)",0,411.16,"LINESTRING (-105.008 39.7802, -105.008 39.7826)"
1034,765,241,Protected Bike Lane,W 13TH AVE,N MARIPOSA ST,N LINCOLN ST,POINT (-105.0028 39.7369),POINT (-104.9916 39.7369),"LINESTRING (-105.0028 39.7369, -104.9916 39.7369)",3,1482.74,"LINESTRING (-105.0028 39.7369, -104.9916 39.7369)"
1035,241,283,Protected Bike Lane,W 13TH AVE,N MARIPOSA ST,N LINCOLN ST,POINT (-104.9916 39.7369),POINT (-104.9902 39.7369),"LINESTRING (-104.9916 39.7369, -104.9902 39.7369)",3,185.35,"LINESTRING (-104.9916 39.7369, -104.9902 39.7369)"
1036,283,1016,Protected Bike Lane,W 13TH AVE,N MARIPOSA ST,N LINCOLN ST,POINT (-104.9902 39.7369),POINT (-104.9861 39.7368),"LINESTRING (-104.9902 39.7369, -104.9861 39.7368)",3,543.07,"LINESTRING (-104.9902 39.7369, -104.9861 39.7368)"
1037,909,863,Buffered Bike Lane,E MARTIN LUTHER KING BLVD,N ELIZABETH ST,N LAFAYETTE ST,POINT (-104.9709 39.762),POINT (-104.9684 39.762),"LINESTRING (-104.9709 39.762, -104.9684 39.762)",1,330.71,"LINESTRING (-104.9709 39.762, -104.9684 39.762)"
1038,863,1004,Buffered Bike Lane,E MARTIN LUTHER KING BLVD,N ELIZABETH ST,N LAFAYETTE ST,POINT (-104.9684 39.762),POINT (-104.966 39.7618),"LINESTRING (-104.9684 39.762, -104.966 39.7618)",1,319.33,"LINESTRING (-104.9684 39.762, -104.966 39.7618)"
1039,1017,349,Shared Roadway,E VIRGINIA AVE,S NIAGARA ST,S QUEBEC ST,POINT (-104.9099 39.7075),POINT (-104.9035 39.7093588235294),"LINESTRING (-104.9099 39.7075, -104.9035 39.7093588235294)",4,906.33,"LINESTRING (-104.9099 39.7075, -104.9035 39.7093588235294)"
1040,1018,1017,Neighborhood Bikeway,S NIAGARA ST,E ALAMEDA AVE,E VIRGINIA AVE,POINT (-104.9087 39.7112),POINT (-104.9099 39.7075),"LINESTRING (-104.9087 39.7112, -104.9099 39.7075)",2,654.58,"LINESTRING (-104.9087 39.7112, -104.9099 39.7075)"
1041,841,1019,Shared Use Path,E 39TH AVE,N STEELE ST,N JACKSON ST,POINT (-104.9499 39.7711),POINT (-104.9458 39.7711),"LINESTRING (-104.9499 39.7711, -104.9458 39.7711)",5,542.22,"LINESTRING (-104.9499 39.7711, -104.9458 39.7711)"
1042,1019,802,Shared Use Path,E 39TH AVE,N STEELE ST,N JACKSON ST,POINT (-104.9458 39.7711),POINT (-104.9428 39.7711),"LINESTRING (-104.9458 39.7711, -104.9428 39.7711)",5,396.75,"LINESTRING (-104.9458 39.7711, -104.9428 39.7711)"
1043,1020,1021,Trail,SAND CREEK TRAIL,HAVANA ST,PEORIA ST,POINT (-104.8567 39.758),POINT (-104.847649999891 39.7556500000965),"LINESTRING (-104.8567 39.758, -104.847649999891 39.7556500000965)",6,1263.74,"LINESTRING (-104.8567 39.758, -104.847649999891 39.7556500000965)"
1044,1021,1022,Trail,SAND CREEK TRAIL,HAVANA ST,PEORIA ST,POINT (-104.847649999891 39.7556500000965),POINT (-104.847 39.7563),"LINESTRING (-104.847649999891 39.7556500000965, -104.847 39.7563)",6,140.8,"LINESTRING (-104.847649999891 39.7556500000965, -104.847 39.7563)"
1045,841,1023,Trail,39TH AVE GREENWAY,N FRANKLIN ST,N STEELE ST,POINT (-104.9499 39.7711),POINT (-104.9505 39.7711000000429),"LINESTRING (-104.9499 39.7711, -104.9505 39.7711000000429)",6,79.35,"LINESTRING (-104.9499 39.7711, -104.9505 39.7711000000429)"
1046,1023,1024,Trail,39TH AVE GREENWAY,N FRANKLIN ST,N STEELE ST,POINT (-104.9505 39.7711000000429),POINT (-104.951575 39.771100000244),"LINESTRING (-104.9505 39.7711000000429, -104.951575 39.771100000244)",6,142.17,"LINESTRING (-104.9505 39.7711000000429, -104.951575 39.771100000244)"
1047,1024,1025,Trail,39TH AVE GREENWAY,N FRANKLIN ST,N STEELE ST,POINT (-104.951575 39.771100000244),POINT (-104.95295 39.7711000003111),"LINESTRING (-104.951575 39.771100000244, -104.95295 39.7711000003111)",6,181.84,"LINESTRING (-104.951575 39.771100000244, -104.95295 39.7711000003111)"
1048,1025,1026,Trail,39TH AVE GREENWAY,N FRANKLIN ST,N STEELE ST,POINT (-104.95295 39.7711000003111),POINT (-104.954 39.7711),"LINESTRING (-104.95295 39.7711000003111, -104.954 39.7711)",6,138.86,"LINESTRING (-104.95295 39.7711000003111, -104.954 39.7711)"
1049,1026,1027,Trail,39TH AVE GREENWAY,N FRANKLIN ST,N STEELE ST,POINT (-104.954 39.7711),POINT (-104.9554 39.7711),"LINESTRING (-104.954 39.7711, -104.9554 39.7711)",6,185.15,"LINESTRING (-104.954 39.7711, -104.9554 39.7711)"
1050,1027,1028,Trail,39TH AVE GREENWAY,N FRANKLIN ST,N STEELE ST,POINT (-104.9554 39.7711),POINT (-104.958459998822 39.7712266689254),"LINESTRING (-104.9554 39.7711, -104.958459998822 39.7712266689254)",6,405.25,"LINESTRING (-104.9554 39.7711, -104.958459998822 39.7712266689254)"
1051,1028,1029,Trail,39TH AVE GREENWAY,N FRANKLIN ST,N STEELE ST,POINT (-104.958459998822 39.7712266689254),POINT (-104.959949999964 39.7714500000107),"LINESTRING (-104.958459998822 39.7712266689254, -104.959949999964 39.7714500000107)",6,200.73,"LINESTRING (-104.958459998822 39.7712266689254, -104.959949999964 39.7714500000107)"
1052,1029,1030,Trail,39TH AVE GREENWAY,N FRANKLIN ST,N STEELE ST,POINT (-104.959949999964 39.7714500000107),POINT (-104.9608 39.7715000001144),"LINESTRING (-104.959949999964 39.7714500000107, -104.9608 39.7715000001144)",6,112.73,"LINESTRING (-104.959949999964 39.7714500000107, -104.9608 39.7715000001144)"
1053,1030,1031,Trail,39TH AVE GREENWAY,N FRANKLIN ST,N STEELE ST,POINT (-104.9608 39.7715000001144),POINT (-104.96185 39.7714000000107),"LINESTRING (-104.9608 39.7715000001144, -104.96185 39.7714000000107)",6,139.91,"LINESTRING (-104.9608 39.7715000001144, -104.96185 39.7714000000107)"
1054,1031,1005,Trail,39TH AVE GREENWAY,N FRANKLIN ST,N STEELE ST,POINT (-104.96185 39.7714000000107),POINT (-104.96419500073 39.7715450036621),"LINESTRING (-104.96185 39.7714000000107, -104.96419500073 39.7715450036621)",6,311.1,"LINESTRING (-104.96185 39.7714000000107, -104.96419500073 39.7715450036621)"
1055,1005,115,Trail,39TH AVE GREENWAY,N FRANKLIN ST,N STEELE ST,POINT (-104.96419500073 39.7715450036621),POINT (-104.9684 39.7713),"LINESTRING (-104.96419500073 39.7715450036621, -104.9684 39.7713)",6,557.66,"LINESTRING (-104.96419500073 39.7715450036621, -104.9684 39.7713)"
1056,678,1032,Buffered Bike Lane,STOUT ST,26TH ST,32ND ST/STOUT ST/E 31ST AVE,POINT (-104.981 39.7552),POINT (-104.9739 39.7607),"LINESTRING (-104.981 39.7552, -104.9739 39.7607)",1,1330.84,"LINESTRING (-104.981 39.7552, -104.9739 39.7607)"
1057,813,1033,Buffered Bike Lane,E JEWELL AVE,S CHERRY ST,S ONEIDA ST,POINT (-104.9317 39.6821),POINT (-104.9161 39.6821),"LINESTRING (-104.9317 39.6821, -104.9161 39.6821)",1,2069.58,"LINESTRING (-104.9317 39.6821, -104.9161 39.6821)"
1058,1033,1034,Buffered Bike Lane,E JEWELL AVE,S CHERRY ST,S ONEIDA ST,POINT (-104.9161 39.6821),POINT (-104.9151 39.6821),"LINESTRING (-104.9161 39.6821, -104.9151 39.6821)",1,132.67,"LINESTRING (-104.9161 39.6821, -104.9151 39.6821)"
